country_name,year,COWcode,v2x_polyarchy,v2x_libdem,v2x_partipdem,e_wb_pop,e_gdp,e_gdppc,v2x_ex_military,government,continent
Kenya,2000,501,0.373,0.249,0.221,30851606,16404.879,4.874,0.188,Republic/Democracy,Africa
Kenya,2001,501,0.374,0.249,0.222,31800343,16826.59,4.867,0.188,Republic/Democracy,Africa
Kenya,2002,501,0.416,0.285,0.239,32779823,17112.797,4.817,0.188,Republic/Democracy,Africa
Kenya,2003,501,0.514,0.352,0.298,33767122,17554.155,4.806,0.188,Republic/Democracy,Africa
Kenya,2004,501,0.514,0.352,0.298,34791836,18300.412,4.875,0.188,Republic/Democracy,Africa
Kenya,2005,501,0.514,0.356,0.312,35843010,19338.591,5.004,0.25,Republic/Democracy,Africa
Kenya,2006,501,0.514,0.356,0.299,36925253,20631.27,5.179,0.25,Republic/Democracy,Africa
Kenya,2007,501,0.514,0.353,0.298,38036793,21875.178,5.331,0.25,Republic/Democracy,Africa
Kenya,2008,501,0.41,0.3,0.248,39186895,22832.573,5.403,0.25,Republic/Democracy,Africa
Kenya,2009,501,0.415,0.304,0.25,40364444,24014.452,5.527,0.25,Republic/Democracy,Africa
Kenya,2010,501,0.426,0.357,0.295,41517895,25717.873,5.752,0.237,Republic/Democracy,Africa
Kenya,2011,501,0.43,0.358,0.299,42635144,27326.174,5.94,0.263,Republic/Democracy,Africa
Kenya,2012,501,0.432,0.359,0.3,43725806,28928.686,6.116,0.263,Republic/Democracy,Africa
Kenya,2013,501,0.519,0.409,0.367,44792368,30549.716,6.297,0.286,Republic/Democracy,Africa
Kenya,2014,501,0.535,0.422,0.378,45831863,32138.964,6.464,0.286,Republic/Democracy,Africa
Kenya,2015,501,0.535,0.422,0.377,46851488,33562.02,6.615,0.286,Republic/Democracy,Africa
Kenya,2016,501,0.533,0.419,0.373,47894670,35301.603,6.799,0.292,Republic/Democracy,Africa
Kenya,2017,501,0.51,0.406,0.36,48948137,37315.069,7.027,0.318,Republic/Democracy,Africa
Kenya,2018,501,0.493,0.391,0.343,49953304,39069.003,7.216,0.278,Republic/Democracy,Africa
Kenya,2019,501,0.497,0.394,0.342,50951450,39931.362,7.28,0.167,Republic/Democracy,Africa
Kenya,2020,501,0.498,0.398,0.349,51985780,NA,NA,0.222,Republic/Democracy,Africa
Kenya,2021,501,0.511,0.427,0.345,53005614,NA,NA,0.278,Republic/Democracy,Africa
Kenya,2022,501,0.548,0.449,0.373,54027487,NA,NA,0.143,Republic/Democracy,Africa
Kenya,2023,501,0.566,0.457,0.373,NA,NA,NA,0.143,Republic/Democracy,Africa
Kenya,2024,501,0.549,0.432,0.355,NA,NA,NA,0.143,Republic/Democracy,Africa
South Korea,2000,732,0.842,0.765,0.595,47008111,269057.78,53.612,0,Republic/Democracy,Asia
South Korea,2001,732,0.845,0.769,0.597,47370164,284019.598,56.166,0,Republic/Democracy,Asia
South Korea,2002,732,0.845,0.771,0.593,47644736,300844.182,59.156,0,Republic/Democracy,Asia
South Korea,2003,732,0.845,0.772,0.594,47892330,314094.924,61.438,0,Republic/Democracy,Asia
South Korea,2004,732,0.845,0.772,0.594,48082519,327868.154,63.879,0,Republic/Democracy,Asia
South Korea,2005,732,0.846,0.772,0.593,48184561,341510.16,66.28,0,Republic/Democracy,Asia
South Korea,2006,732,0.846,0.772,0.591,48438292,355620.316,68.669,0,Republic/Democracy,Asia
South Korea,2007,732,0.843,0.77,0.591,48683638,369809.171,70.993,0,Republic/Democracy,Asia
South Korea,2008,732,0.77,0.67,0.522,49054708,378855.467,72.424,0,Republic/Democracy,Asia
South Korea,2009,732,0.768,0.669,0.521,49307835,387987.388,73.769,0,Republic/Democracy,Asia
South Korea,2010,732,0.769,0.67,0.519,49554112,404081.554,76.43,0,Republic/Democracy,Asia
South Korea,2011,732,0.769,0.67,0.519,49936638,415095.489,78.073,0,Republic/Democracy,Asia
South Korea,2012,732,0.756,0.66,0.51,50199853,424705.802,79.504,0,Republic/Democracy,Asia
South Korea,2013,732,0.718,0.611,0.475,50428893,435683.9,81.202,0,Republic/Democracy,Asia
South Korea,2014,732,0.71,0.602,0.469,50746659,446473.415,82.888,0,Republic/Democracy,Asia
South Korea,2015,732,0.714,0.606,0.466,51014947,453049.557,84.006,0,Republic/Democracy,Asia
South Korea,2016,732,0.729,0.628,0.475,51217803,464053.113,85.723,0,Republic/Democracy,Asia
South Korea,2017,732,0.859,0.795,0.598,51361911,477731.759,87.955,0,Republic/Democracy,Asia
South Korea,2018,732,0.864,0.797,0.601,51585058,488934.254,89.966,0,Republic/Democracy,Asia
South Korea,2019,732,0.852,0.784,0.581,51764822,496191.6,91.211,0,Republic/Democracy,Asia
South Korea,2020,732,0.858,0.79,0.591,51836239,NA,NA,0,Republic/Democracy,Asia
South Korea,2021,732,0.861,0.781,0.592,51744876,NA,NA,0,Republic/Democracy,Asia
South Korea,2022,732,0.81,0.729,0.546,51628117,NA,NA,0,Republic/Democracy,Asia
South Korea,2023,732,0.733,0.63,0.488,NA,NA,NA,0,Republic/Democracy,Asia
South Korea,2024,732,0.729,0.631,0.485,NA,NA,NA,0,Republic/Democracy,Asia
Nigeria,2000,475,0.475,0.325,0.322,122851984,72671.258,5.639,0.167,Republic/Democracy,Africa
Nigeria,2001,475,0.475,0.325,0.322,126152678,78840.542,5.944,0.167,Republic/Democracy,Africa
Nigeria,2002,475,0.475,0.325,0.322,129583026,88065.285,6.448,0.167,Republic/Democracy,Africa
Nigeria,2003,475,0.43,0.301,0.298,133119801,97268.682,6.924,0.167,Republic/Democracy,Africa
Nigeria,2004,475,0.413,0.292,0.289,136756848,107627.649,7.432,0.167,Republic/Democracy,Africa
Nigeria,2005,475,0.413,0.292,0.289,140490722,118018.977,7.903,0.152,Republic/Democracy,Africa
Nigeria,2006,475,0.416,0.292,0.29,144329764,128256.448,8.34,0.152,Republic/Democracy,Africa
Nigeria,2007,475,0.41,0.295,0.286,148294028,140213.924,8.88,0.13,Republic/Democracy,Africa
Nigeria,2008,475,0.416,0.301,0.29,152382506,151885.514,9.363,0.152,Republic/Democracy,Africa
Nigeria,2009,475,0.414,0.301,0.289,156595758,165644.66,9.938,0.152,Republic/Democracy,Africa
Nigeria,2010,475,0.428,0.314,0.297,160952853,181870.381,10.596,0.152,Republic/Democracy,Africa
Nigeria,2011,475,0.49,0.348,0.332,165463745,194299.511,11.013,0.152,Republic/Democracy,Africa
Nigeria,2012,475,0.505,0.355,0.34,170075932,204682.411,11.3,0.152,Republic/Democracy,Africa
Nigeria,2013,475,0.523,0.379,0.352,174726123,215012.346,11.572,0.125,Republic/Democracy,Africa
Nigeria,2014,475,0.532,0.386,0.359,179379016,222812.977,11.703,0.125,Republic/Democracy,Africa
Nigeria,2015,475,0.561,0.401,0.376,183995785,223438.392,11.496,0.125,Republic/Democracy,Africa
Nigeria,2016,475,0.557,0.399,0.374,188666931,221912.341,11.155,0.125,Republic/Democracy,Africa
Nigeria,2017,475,0.556,0.387,0.374,193495907,221081.079,10.862,0.175,Republic/Democracy,Africa
Nigeria,2018,475,0.556,0.388,0.372,198387623,221631.605,10.675,0.175,Republic/Democracy,Africa
Nigeria,2019,475,0.525,0.364,0.355,203304492,219440.23,10.467,0.184,Republic/Democracy,Africa
Nigeria,2020,475,0.513,0.346,0.343,208327405,NA,NA,0.158,Republic/Democracy,Africa
Nigeria,2021,475,0.491,0.329,0.33,213401323,NA,NA,0.211,Republic/Democracy,Africa
Nigeria,2022,475,0.492,0.318,0.328,218541212,NA,NA,0.158,Republic/Democracy,Africa
Nigeria,2023,475,0.49,0.314,0.331,NA,NA,NA,0.237,Republic/Democracy,Africa
Nigeria,2024,475,0.502,0.315,0.337,NA,NA,NA,0.25,Republic/Democracy,Africa
Thailand,2000,800,0.507,0.395,0.234,63066603,138924.72,20.904,0.3,Monarchy,Asia
Thailand,2001,800,0.55,0.414,0.254,63649892,144394.916,21.558,0.3,Monarchy,Asia
Thailand,2002,800,0.544,0.408,0.251,64222580,152331.777,22.569,0.3,Monarchy,Asia
Thailand,2003,800,0.539,0.396,0.238,64776956,161566.808,23.751,0.3,Monarchy,Asia
Thailand,2004,800,0.538,0.392,0.241,65311166,171067.094,24.964,0.3,Monarchy,Asia
Thailand,2005,800,0.514,0.369,0.229,65821360,179588.829,26.061,0.364,Monarchy,Asia
Thailand,2006,800,0.236,0.175,0.124,66319525,188430.961,27.17,0.455,Monarchy,Asia
Thailand,2007,800,0.186,0.186,0.124,66826754,197602.906,28.29,0.909,Monarchy,Asia
Thailand,2008,800,0.401,0.34,0.195,67328239,203766.663,28.967,0.455,Monarchy,Asia
Thailand,2009,800,0.416,0.342,0.202,67813654,209089.498,29.559,0.455,Monarchy,Asia
Thailand,2010,800,0.414,0.335,0.202,68270489,219508.243,30.849,0.455,Monarchy,Asia
Thailand,2011,800,0.466,0.378,0.223,68712846,227558.916,31.806,0.409,Monarchy,Asia
Thailand,2012,800,0.497,0.405,0.236,69157023,238159.022,33.12,0.409,Monarchy,Asia
Thailand,2013,800,0.432,0.348,0.208,69578602,243927.913,33.801,0.444,Monarchy,Asia
Thailand,2014,800,0.158,0.118,0.069,69960943,246272.095,34.071,0.5,Monarchy,Asia
Thailand,2015,800,0.152,0.106,0.07,70294397,249500.08,34.475,0.5,Monarchy,Asia
Thailand,2016,800,0.155,0.108,0.077,70607037,256069.449,35.338,0.444,Monarchy,Asia
Thailand,2017,800,0.15,0.105,0.095,70898202,265683.2,36.58,0.333,Monarchy,Asia
Thailand,2018,800,0.168,0.115,0.099,71127802,273400.655,37.501,0.438,Monarchy,Asia
Thailand,2019,800,0.206,0.189,0.111,71307763,277994.449,37.955,0.286,Monarchy,Asia
Thailand,2020,800,0.198,0.185,0.108,71475664,NA,NA,0.357,Monarchy,Asia
Thailand,2021,800,0.203,0.185,0.113,71601103,NA,NA,0.417,Monarchy,Asia
Thailand,2022,800,0.208,0.191,0.11,71697030,NA,NA,0.417,Monarchy,Asia
Thailand,2023,800,0.289,0.24,0.142,NA,NA,NA,0.4,Monarchy,Asia
Thailand,2024,800,0.389,0.289,0.186,NA,NA,NA,0.4,Monarchy,Asia
Indonesia,2000,850,0.671,0.501,0.389,214072421,260871.38,11.572,0.125,Republic/Democracy,Asia
Indonesia,2001,850,0.671,0.501,0.428,217112437,268799.14,11.761,0.125,Republic/Democracy,Asia
Indonesia,2002,850,0.671,0.512,0.428,220115092,279036.311,12.05,0.125,Republic/Democracy,Asia
Indonesia,2003,850,0.671,0.513,0.428,223080121,290795.861,12.393,0.125,Republic/Democracy,Asia
Indonesia,2004,850,0.696,0.535,0.45,225938595,305433.254,12.856,0.125,Republic/Democracy,Asia
Indonesia,2005,850,0.707,0.537,0.462,228805144,322998.498,13.413,0.15,Republic/Democracy,Asia
Indonesia,2006,850,0.707,0.54,0.463,231797427,344474.942,14.122,0.15,Republic/Democracy,Asia
Indonesia,2007,850,0.709,0.543,0.462,234858289,369037.849,14.933,0.15,Republic/Democracy,Asia
Indonesia,2008,850,0.711,0.546,0.468,237936543,399477.385,15.957,0.15,Republic/Democracy,Asia
Indonesia,2009,850,0.69,0.528,0.453,240981299,429848.067,16.931,0.15,Republic/Democracy,Asia
Indonesia,2010,850,0.688,0.542,0.45,244016173,465417.699,18.058,0.15,Republic/Democracy,Asia
Indonesia,2011,850,0.688,0.538,0.45,247099697,500902.985,19.201,0.15,Republic/Democracy,Asia
Indonesia,2012,850,0.689,0.538,0.453,250222695,530345.543,20.114,0.15,Republic/Democracy,Asia
Indonesia,2013,850,0.678,0.523,0.458,253275918,555382.183,20.829,0.156,Republic/Democracy,Asia
Indonesia,2014,850,0.665,0.517,0.449,256229761,576760.863,21.438,0.156,Republic/Democracy,Asia
Indonesia,2015,850,0.654,0.511,0.442,259091970,594186.617,21.93,0.233,Republic/Democracy,Asia
Indonesia,2016,850,0.645,0.5,0.433,261850182,615428.258,22.494,0.233,Republic/Democracy,Asia
Indonesia,2017,850,0.628,0.486,0.418,264498852,634748.396,22.959,0.2,Republic/Democracy,Asia
Indonesia,2018,850,0.603,0.464,0.404,267066843,653121.799,23.392,0.25,Republic/Democracy,Asia
Indonesia,2019,850,0.602,0.462,0.399,269582878,660136.744,23.4,0.318,Republic/Democracy,Asia
Indonesia,2020,850,0.574,0.415,0.377,271857970,NA,NA,0.25,Republic/Democracy,Asia
Indonesia,2021,850,0.551,0.4,0.359,273753191,NA,NA,0.286,Republic/Democracy,Asia
Indonesia,2022,850,0.557,0.393,0.372,275501339,NA,NA,0.429,Republic/Democracy,Asia
Indonesia,2023,850,0.538,0.356,0.351,NA,NA,NA,0.333,Republic/Democracy,Asia
Indonesia,2024,850,0.483,0.326,0.318,NA,NA,NA,0.417,Republic/Democracy,Asia
Canada,2000,20,0.843,0.766,0.594,30685730,287869.261,87.745,0,Republic/Democracy,Americas
Canada,2001,20,0.838,0.76,0.587,31020902,294980.286,89.07,0,Republic/Democracy,Americas
Canada,2002,20,0.831,0.753,0.578,31360079,302496.169,90.516,0,Republic/Democracy,Americas
Canada,2003,20,0.831,0.753,0.574,31644028,311567.69,92.239,0,Republic/Democracy,Americas
Canada,2004,20,0.83,0.758,0.571,31940655,321981.593,94.384,0,Republic/Democracy,Americas
Canada,2005,20,0.829,0.756,0.571,32243753,333637.504,96.879,0,Republic/Democracy,Americas
Canada,2006,20,0.834,0.765,0.571,32571174,344016.676,98.833,0,Republic/Democracy,Americas
Canada,2007,20,0.834,0.766,0.572,32889025,353249.525,100.383,0,Republic/Democracy,Americas
Canada,2008,20,0.832,0.762,0.57,33247118,359202.016,100.847,0,Republic/Democracy,Americas
Canada,2009,20,0.833,0.764,0.57,33628895,358171.735,99.467,0,Republic/Democracy,Americas
Canada,2010,20,0.833,0.763,0.57,34004889,364873.331,100.167,0,Republic/Democracy,Americas
Canada,2011,20,0.818,0.746,0.559,34339328,373139.42,101.336,0,Republic/Democracy,Americas
Canada,2012,20,0.814,0.742,0.557,34714222,380046.948,102.114,0,Republic/Democracy,Americas
Canada,2013,20,0.817,0.746,0.55,35082954,386752.414,102.856,0,Republic/Democracy,Americas
Canada,2014,20,0.812,0.743,0.547,35437435,391090.833,103.101,0,Republic/Democracy,Americas
Canada,2015,20,0.814,0.745,0.557,35702908,387512.859,101.801,0,Republic/Democracy,Americas
Canada,2016,20,0.837,0.765,0.575,36109487,390855.523,101.859,0,Republic/Democracy,Americas
Canada,2017,20,0.84,0.769,0.58,36545236,399327.209,103.064,0,Republic/Democracy,Americas
Canada,2018,20,0.84,0.765,0.584,37065084,405526.444,103.69,0,Republic/Democracy,Americas
Canada,2019,20,0.851,0.768,0.592,37601230,408577.729,104.068,0,Republic/Democracy,Americas
Canada,2020,20,0.849,0.75,0.59,38007166,NA,NA,0,Republic/Democracy,Americas
Canada,2021,20,0.846,0.756,0.588,38226498,NA,NA,0,Republic/Democracy,Americas
Canada,2022,20,0.847,0.749,0.589,38929902,NA,NA,0,Republic/Democracy,Americas
Canada,2023,20,0.848,0.746,0.59,NA,NA,NA,0,Republic/Democracy,Americas
Canada,2024,20,0.842,0.744,0.585,NA,NA,NA,0,Republic/Democracy,Americas
Australia,2000,900,0.883,0.84,0.642,19028802,186328.239,90.492,0,Republic/Democracy,Oceania
Australia,2001,900,0.882,0.839,0.642,19274701,192221.545,92.287,0,Republic/Democracy,Oceania
Australia,2002,900,0.876,0.834,0.637,19495210,198993.631,94.516,0,Republic/Democracy,Oceania
Australia,2003,900,0.876,0.834,0.637,19720737,206237.206,96.803,0,Republic/Democracy,Oceania
Australia,2004,900,0.877,0.833,0.633,19932722,214492.073,99.329,0,Republic/Democracy,Oceania
Australia,2005,900,0.877,0.832,0.628,20176844,222362.97,101.62,0,Republic/Democracy,Oceania
Australia,2006,900,0.877,0.832,0.625,20450966,230154.074,103.464,0,Republic/Democracy,Oceania
Australia,2007,900,0.881,0.836,0.627,20827622,238131.289,105.39,0,Republic/Democracy,Oceania
Australia,2008,900,0.89,0.85,0.64,21249199,246371.758,106.992,0,Republic/Democracy,Oceania
Australia,2009,900,0.89,0.85,0.637,21691653,252963.011,107.859,0,Republic/Democracy,Oceania
Australia,2010,900,0.898,0.86,0.642,22031750,261189.152,109.397,0,Republic/Democracy,Oceania
Australia,2011,900,0.903,0.864,0.641,22340024,269322.019,110.829,0,Republic/Democracy,Oceania
Australia,2012,900,0.903,0.864,0.641,22733465,276144.548,111.805,0,Republic/Democracy,Oceania
Australia,2013,900,0.863,0.823,0.598,23128129,281368.646,112.16,0,Republic/Democracy,Oceania
Australia,2014,900,0.857,0.815,0.593,23475686,284138.819,111.923,0,Republic/Democracy,Oceania
Australia,2015,900,0.872,0.829,0.604,23815995,281840.936,110.23,0,Republic/Democracy,Oceania
Australia,2016,900,0.872,0.832,0.605,24190907,286863.228,110.881,0,Republic/Democracy,Oceania
Australia,2017,900,0.868,0.825,0.631,24594202,296328.391,113.022,0,Republic/Democracy,Oceania
Australia,2018,900,0.858,0.813,0.624,24966643,304253.976,114.599,0,Republic/Democracy,Oceania
Australia,2019,900,0.825,0.779,0.59,25340217,308292.493,115.34,0,Republic/Democracy,Oceania
Australia,2020,900,0.843,0.797,0.607,25655289,NA,NA,0,Republic/Democracy,Oceania
Australia,2021,900,0.832,0.785,0.599,25688079,NA,NA,0,Republic/Democracy,Oceania
Australia,2022,900,0.851,0.8,0.613,25978935,NA,NA,0,Republic/Democracy,Oceania
Australia,2023,900,0.855,0.804,0.637,NA,NA,NA,0,Republic/Democracy,Oceania
Australia,2024,900,0.857,0.808,0.637,NA,NA,NA,0,Republic/Democracy,Oceania
France,2000,220,0.877,0.8,0.657,60921384,527883.813,81.999,0.05,Republic/Democracy,Europe
France,2001,220,0.877,0.8,0.657,61367388,540466,83.249,0.05,Republic/Democracy,Europe
France,2002,220,0.875,0.798,0.655,61816234,550747.135,83.616,0.05,Republic/Democracy,Europe
France,2003,220,0.874,0.797,0.659,62256970,557438.695,83.886,0.05,Republic/Democracy,Europe
France,2004,220,0.874,0.797,0.659,62716306,569078.094,84.887,0.05,Republic/Democracy,Europe
France,2005,220,0.874,0.797,0.655,63188395,579673.059,85.831,0.018,Republic/Democracy,Europe
France,2006,220,0.874,0.797,0.655,63628261,591800.09,86.971,0.018,Republic/Democracy,Europe
France,2007,220,0.878,0.805,0.657,64021737,604459.316,88.278,0.018,Republic/Democracy,Europe
France,2008,220,0.886,0.814,0.661,64379696,609004.357,88.325,0.018,Republic/Democracy,Europe
France,2009,220,0.886,0.814,0.661,64710879,608616.594,87.686,0.018,Republic/Democracy,Europe
France,2010,220,0.886,0.814,0.659,65030575,614156.564,87.975,0.018,Republic/Democracy,Europe
France,2011,220,0.889,0.815,0.655,65345233,620848.645,88.543,0.018,Republic/Democracy,Europe
France,2012,220,0.891,0.818,0.653,65662240,623667.286,88.64,0.018,Republic/Democracy,Europe
France,2013,220,0.892,0.82,0.65,66002289,626918.179,88.718,0,Republic/Democracy,Europe
France,2014,220,0.891,0.82,0.644,66312067,625540.41,88.267,0,Republic/Democracy,Europe
France,2015,220,0.885,0.813,0.63,66548272,617962.411,87.435,0,Republic/Democracy,Europe
France,2016,220,0.885,0.813,0.626,66724104,621447.891,87.842,0,Republic/Democracy,Europe
France,2017,220,0.887,0.815,0.623,66918020,635540.727,89.675,0,Republic/Democracy,Europe
France,2018,220,0.875,0.797,0.608,67158348,643582.343,90.691,0,Republic/Democracy,Europe
France,2019,220,0.867,0.793,0.607,67388001,650809.825,91.636,0,Republic/Democracy,Europe
France,2020,220,0.866,0.789,0.605,67571107,NA,NA,0,Republic/Democracy,Europe
France,2021,220,0.867,0.788,0.612,67749632,NA,NA,0,Republic/Democracy,Europe
France,2022,220,0.878,0.808,0.608,67935660,NA,NA,0,Republic/Democracy,Europe
France,2023,220,0.876,0.81,0.611,NA,NA,NA,0,Republic/Democracy,Europe
France,2024,220,0.866,0.799,0.605,NA,NA,NA,0,Republic/Democracy,Europe
Germany,2000,255,0.895,0.856,0.649,82211508,693795.367,79.41,0,Republic/Democracy,Europe
Germany,2001,255,0.895,0.856,0.649,82349925,707915.579,80.842,0,Republic/Democracy,Europe
Germany,2002,255,0.896,0.857,0.65,82488495,724691.368,82.509,0,Republic/Democracy,Europe
Germany,2003,255,0.897,0.857,0.651,82534176,734814.913,83.519,0,Republic/Democracy,Europe
Germany,2004,255,0.897,0.857,0.651,82516260,744665.291,84.643,0,Republic/Democracy,Europe
Germany,2005,255,0.897,0.861,0.651,82469422,757337.251,86.164,0,Republic/Democracy,Europe
Germany,2006,255,0.906,0.869,0.66,82376451,776250.609,88.43,0,Republic/Democracy,Europe
Germany,2007,255,0.906,0.869,0.66,82266372,795187.267,90.585,0,Republic/Democracy,Europe
Germany,2008,255,0.906,0.869,0.66,82110097,804383.579,91.771,0,Republic/Democracy,Europe
Germany,2009,255,0.901,0.863,0.654,81902307,797777.343,91.272,0,Republic/Democracy,Europe
Germany,2010,255,0.899,0.862,0.652,81776930,811271.321,93.049,0,Republic/Democracy,Europe
Germany,2011,255,0.903,0.867,0.656,80274983,831515.373,95.57,0,Republic/Democracy,Europe
Germany,2012,255,0.902,0.867,0.656,80425823,841744.058,96.673,0,Republic/Democracy,Europe
Germany,2013,255,0.895,0.854,0.649,80645605,850603.256,97.564,0,Republic/Democracy,Europe
Germany,2014,255,0.888,0.847,0.643,80982500,857261.732,98.126,0,Republic/Democracy,Europe
Germany,2015,255,0.885,0.847,0.641,81686611,853078.361,97.654,0,Republic/Democracy,Europe
Germany,2016,255,0.888,0.85,0.644,82348669,862183.764,98.286,0,Republic/Democracy,Europe
Germany,2017,255,0.888,0.843,0.644,82657002,878436.684,99.729,0,Republic/Democracy,Europe
Germany,2018,255,0.88,0.834,0.636,82905782,888447.359,100.587,0,Republic/Democracy,Europe
Germany,2019,255,0.882,0.836,0.638,83092962,889131.398,100.56,0,Republic/Democracy,Europe
Germany,2020,255,0.872,0.824,0.631,83160871,NA,NA,0,Republic/Democracy,Europe
Germany,2021,255,0.864,0.816,0.624,83196078,NA,NA,0,Republic/Democracy,Europe
Germany,2022,255,0.854,0.805,0.616,84079811,NA,NA,0,Republic/Democracy,Europe
Germany,2023,255,0.854,0.812,0.616,NA,NA,NA,0,Republic/Democracy,Europe
Germany,2024,255,0.839,0.792,0.596,NA,NA,NA,0,Republic/Democracy,Europe
Papua New Guinea,2000,910,0.528,0.406,0.309,5508297,4495.99,7.223,0.25,Republic,Oceania
Papua New Guinea,2001,910,0.528,0.406,0.309,5698489,4484.955,7.058,0.25,Republic,Oceania
Papua New Guinea,2002,910,0.524,0.404,0.307,5892596,4517.364,6.961,0.25,Republic,Oceania
Papua New Guinea,2003,910,0.521,0.403,0.306,6090980,4608.837,6.953,0.25,Republic,Oceania
Papua New Guinea,2004,910,0.52,0.401,0.306,6293166,4764.019,7.026,0.25,Republic,Oceania
Papua New Guinea,2005,910,0.52,0.401,0.306,6498818,4995.283,7.197,0.143,Republic,Oceania
Papua New Guinea,2006,910,0.526,0.405,0.31,6708217,5267.9,7.405,0.143,Republic,Oceania
Papua New Guinea,2007,910,0.495,0.386,0.294,6921066,5580.906,7.651,0.143,Republic,Oceania
Papua New Guinea,2008,910,0.464,0.368,0.279,7137988,5886.108,7.864,0.143,Republic,Oceania
Papua New Guinea,2009,910,0.464,0.368,0.279,7358890,6282.058,8.183,0.143,Republic,Oceania
Papua New Guinea,2010,910,0.458,0.36,0.275,7583269,6728.353,8.55,0.143,Republic,Oceania
Papua New Guinea,2011,910,0.457,0.353,0.274,7806637,7111.469,8.821,0.143,Republic,Oceania
Papua New Guinea,2012,910,0.445,0.347,0.269,8026545,7511.878,9.124,0.143,Republic,Oceania
Papua New Guinea,2013,910,0.439,0.344,0.266,8245627,7919.594,9.431,0.143,Republic,Oceania
Papua New Guinea,2014,910,0.438,0.34,0.266,8464153,8379.514,9.812,0.143,Republic,Oceania
Papua New Guinea,2015,910,0.438,0.341,0.264,8682174,8678.677,10.03,0.1,Republic,Oceania
Papua New Guinea,2016,910,0.441,0.343,0.266,8899169,8989.769,10.239,0.1,Republic,Oceania
Papua New Guinea,2017,910,0.44,0.34,0.267,9114796,9235.424,10.366,0.1,Republic,Oceania
Papua New Guinea,2018,910,0.453,0.349,0.272,9329227,9408.579,10.423,0.125,Republic,Oceania
Papua New Guinea,2019,910,0.455,0.346,0.273,9542486,9578.885,10.506,0.125,Republic,Oceania
Papua New Guinea,2020,910,0.446,0.353,0.27,9749640,NA,NA,0,Republic,Oceania
Papua New Guinea,2021,910,0.446,0.347,0.27,9949437,NA,NA,0,Republic,Oceania
Papua New Guinea,2022,910,0.465,0.37,0.278,10142619,NA,NA,0,Republic,Oceania
Papua New Guinea,2023,910,0.467,0.377,0.28,NA,NA,NA,0,Republic,Oceania
Papua New Guinea,2024,910,0.461,0.384,0.278,NA,NA,NA,0,Republic,Oceania
Spain,2000,230,0.892,0.812,0.632,40567864,290499.549,66.776,0.083,Constitutional monarchy,Europe
Spain,2001,230,0.891,0.81,0.63,40850412,302642.131,68.82,0.083,Constitutional monarchy,Europe
Spain,2002,230,0.891,0.81,0.628,41431558,314099.805,70.307,0.083,Constitutional monarchy,Europe
Spain,2003,230,0.875,0.792,0.612,42187645,324610.223,71.347,0.083,Constitutional monarchy,Europe
Spain,2004,230,0.873,0.803,0.608,42921895,335859.073,72.567,0.083,Constitutional monarchy,Europe
Spain,2005,230,0.877,0.805,0.637,43653155,348094.405,73.946,0.028,Constitutional monarchy,Europe
Spain,2006,230,0.873,0.805,0.636,44397319,361522.958,75.559,0.028,Constitutional monarchy,Europe
Spain,2007,230,0.874,0.804,0.636,45226803,374369.342,76.921,0.028,Constitutional monarchy,Europe
Spain,2008,230,0.886,0.817,0.646,45954106,379132.171,76.808,0.028,Constitutional monarchy,Europe
Spain,2009,230,0.889,0.82,0.651,46362946,375515.492,75.279,0.028,Constitutional monarchy,Europe
Spain,2010,230,0.891,0.822,0.652,46576897,372207.939,74.152,0.025,Constitutional monarchy,Europe
Spain,2011,230,0.893,0.822,0.651,46742697,367476.776,73.011,0.025,Constitutional monarchy,Europe
Spain,2012,230,0.892,0.805,0.643,46773055,361882.498,71.805,0.025,Constitutional monarchy,Europe
Spain,2013,230,0.872,0.776,0.623,46620045,358588.41,71.299,0,Constitutional monarchy,Europe
Spain,2014,230,0.872,0.776,0.625,46480882,359067.705,71.722,0,Constitutional monarchy,Europe
Spain,2015,230,0.854,0.762,0.61,46444832,360013.341,72.38,0,Constitutional monarchy,Europe
Spain,2016,230,0.847,0.767,0.604,46484062,373909.209,75.014,0,Constitutional monarchy,Europe
Spain,2017,230,0.833,0.756,0.589,46593236,389866.403,78.042,0,Constitutional monarchy,Europe
Spain,2018,230,0.854,0.776,0.604,46797754,400171.432,79.879,0,Constitutional monarchy,Europe
Spain,2019,230,0.872,0.802,0.622,47134837,408746.708,81.503,0,Constitutional monarchy,Europe
Spain,2020,230,0.873,0.788,0.625,47365655,NA,NA,0,Constitutional monarchy,Europe
Spain,2021,230,0.853,0.778,0.606,47415750,NA,NA,0,Constitutional monarchy,Europe
Spain,2022,230,0.868,0.785,0.613,47615034,NA,NA,0,Constitutional monarchy,Europe
Spain,2023,230,0.85,0.763,0.597,NA,NA,NA,0,Constitutional monarchy,Europe
Spain,2024,230,0.829,0.745,0.575,NA,NA,NA,0,Constitutional monarchy,Europe
Fiji,2000,950,0.346,0.208,0.208,832509,1358.536,15.762,0.75,Republic,Oceania
Fiji,2001,950,0.257,0.186,0.169,841320,1383.187,15.998,0.75,Republic,Oceania
Fiji,2002,950,0.319,0.254,0.19,849891,1415.743,16.32,0.25,Republic,Oceania
Fiji,2003,950,0.538,0.374,0.29,858306,1450.332,16.668,0.25,Republic,Oceania
